Sr_No,State_,District,City,Latitude,Longitude,Crop_Year,Season,Crop,Area,Production,Avg_Temperature,Relative_Humidity,Avg_Annual_Rainfall,T_ype_of_soil
869,Punjab,FARIDKOT,Faridkot,30.68126,74.74761,2019,Kharif,Urad,400,200,305.15,76,1500,Alluvial Soil
870,Punjab,FARIDKOT,Kotkapura,30.58471,74.82015,2019,Rabi,Gram,2200,200,295.15,70,2416,Clay soil
871,Punjab,FATEHGARH SAHIB,Fatehgarh Sahib,30.6469,76.39013,2019,Rabi,Masoor,700,600,298.15,62,2800,Sandy Soil
872,Punjab,FAZILKA,Abohar,30.14167,74.19852,2018,Rabi,Peas & beans (Pulses),400,300,295.15,97,3102.4,Clay soil
873,Punjab,FAZILKA,Fazilka,30.40713,74.02469,2018,Rabi,Rapeseed &Mustard,4000,4000,297.15,82,1760,Alluvial Soil
874,Punjab,Ferozpur,Ferozpur,30.9493,74.61945,2018,Rabi,Wheat,214000,862000,297.15,82,1760,Alluvial Soil
875,Punjab,Ferozpur,Ferozpur,0,0,2018,Whole Year,Sugarcane,9000,540000,297.15,82,1760,Alluvial Soil
876,Punjab,Ferozpur,Ferozpur City,30.9525,74.60765,2018,Kharif,Arhar/Tur,1200,1300,297.15,82,1760,Alluvial Soil
877,Punjab,GURDASPUR,Batala,31.80853,75.21545,2018,Kharif,Cotton(lint),2000,3000,299.15,78,1500,Clay soil
878,Punjab,GURDASPUR,Gurdaspur,32.04084,75.40333,2018,Kharif,Maize,5000,12000,299.15,78,1500,Clay soil
879,Punjab,GURDASPUR,Pathankot,32.24922,75.64747,2018,Kharif,Moong(Green Gram),6300,4700,296.15,74,2668,Alluvial Soil
880,Punjab,HOSHIARPUR,Dasuya,31.80726,75.66554,2018,Kharif,Rice,319000,991000,296.15,74,2668,Alluvial Soil
881,Punjab,HOSHIARPUR,Garshankar,31.21326,76.15116,2018,Kharif,Sesamum,6400,1800,296.15,74,2668,Alluvial Soil
882,Punjab,HOSHIARPUR,Hoshiarpur,31.52078,75.90047,2018,Kharif,Urad,400,200,297.15,87,3000,Alluvial Soil
883,Punjab,HOSHIARPUR,Hoshiarpur,31.53081,75.8995,2017,Rabi,Gram,400,400,297.15,87,3000,Alluvial Soil
884,Punjab,HOSHIARPUR,Hoshiarpur,31.53536,75.90167,2017,Rabi,Masoor,500,500,297.15,87,3000,Alluvial Soil
885,Punjab,HOSHIARPUR,Hoshiarpur,31.5308,75.90642,2017,Rabi,Peas & beans (Pulses),600,600,297.15,87,3000,Alluvial Soil
886,Punjab,HOSHIARPUR,Hoshiarpur,31.67519,75.6571,2017,Rabi,Rapeseed &Mustard,5000,6000,298.15,79,2679,Sandy Soil
887,Punjab,HOSHIARPUR,Mukerian,31.95008,75.61362,2017,Rabi,Wheat,358000,1738000,298.15,79,2679,Sandy Soil
888,Punjab,JALANDHAR,Jalandhar,31.31744,75.57421,2017,Whole Year,Sugarcane,8000,530000,298.15,79,2679,Sandy Soil
889,Punjab,JALANDHAR,Jalandhar,31.33071,75.5652,2017,Kharif,Arhar/Tur,1200,1400,298.15,79,2679,Sandy Soil
890,Punjab,JALANDHAR,Jalandhar,31.31509,75.57322,2017,Kharif,Cotton(lint),2000,2000,301.15,63,1098,Alluvial Soil
891,Punjab,JALANDHAR,Jalandhar,31.28428,75.62959,2017,Kharif,Maize,5000,11000,301.15,73,960,Alluvial Soil
892,Punjab,JALANDHAR,Jalandhar,31.30447,75.58764,2017,Kharif,Moong(Green Gram),3500,1900,301.15,73,960,Alluvial Soil
893,Punjab,JALANDHAR,Jalandhar,31.33705,75.56326,2017,Kharif,Rice,319000,972000,301.15,73,960,Alluvial Soil
894,Punjab,JALANDHAR,Jalandhar,31.32404,75.56751,2017,Kharif,Sesamum,8700,3400,301.15,73,960,Alluvial Soil
895,Punjab,JALANDHAR,Jalandhar,31.36386,75.55053,2017,Rabi,Gram,500,500,301.15,73,960,Alluvial Soil
896,Punjab,JALANDHAR,Jalandhar,31.30119,75.59716,2017,Rabi,Masoor,500,400,301.15,73,960,Alluvial Soil
897,Punjab,JALANDHAR,Jalandhar,31.32373,75.57816,2017,Rabi,Other Rabi pulses,300,300,301.15,73,960,Alluvial Soil
898,Punjab,JALANDHAR,Jalandhar,31.30753,75.56728,2017,Rabi,Wheat,361000,1690000,300.15,63,1307,Red Soil
899,Punjab,JALANDHAR,Jalandhar,31.34279,75.58174,2017,Whole Year,Sugarcane,11000,700000,298.15,50,1300,Red Soil
900,Punjab,JALANDHAR,Jalandhar,31.33423,75.56331,2017,Kharif,Arhar/Tur,1400,1100,298.15,50,1300,Red Soil
901,Punjab,JALANDHAR,Jalandhar,31.30668,75.59582,2017,Kharif,Cotton(lint),2000,3000,298.15,50,1155,Clay soil
902,Punjab,JALANDHAR,Jalandhar,31.36444,75.59744,2017,Kharif,Maize,5000,12000,298.15,50,1155,Clay soil
903,Punjab,JALANDHAR,Jalandhar,31.32164,75.63247,2017,Kharif,Moong(Green Gram),2700,1600,301.15,52,1172,Loamy soil
904,Punjab,JALANDHAR,Nakodar,31.12801,75.47587,2017,Kharif,Rice,319000,958000,300.15,50,1450,Clay soil
905,Punjab,JALANDHAR,Phillaur,31.02158,75.79001,2017,Kharif,Sesamum,9000,3500,301.15,62,1472,Sandy Soil
906,Punjab,KAPURTHALA,Kapurthala,31.37571,75.382,2017,Rabi,Gram,500,400,301.15,62,1472,Sandy Soil
907,Punjab,KAPURTHALA,Phagwara,31.22612,75.76766,2017,Rabi,Masoor,600,500,301.15,63,1055,Red Soil
908,Punjab,KAPURTHALA,Phagwara,31.21909,75.77041,2017,Rabi,Rapeseed &Mustard,300,300,301.15,63,1055,Red Soil
909,Punjab,LUDHIANA,Khanna,30.70347,76.22283,2017,Rabi,Wheat,363000,1700000,300.15,62,1009,Clay soil
910,Punjab,LUDHIANA,Ludhiana,31.30225,75.57249,2019,Whole Year,Sugarcane,11000,750000,300.15,63,888,Red Soil
911,Punjab,LUDHIANA,Ludhiana,30.88543,75.86219,2019,Kharif,Arhar/Tur,1200,1000,298.15,50,1313,Red Soil
912,Punjab,LUDHIANA,Ludhiana,30.90738,75.84105,2019,Kharif,Cotton(lint),1000,1000,303.15,44,777,Sandy Soil
913,Punjab,LUDHIANA,Ludhiana,30.91609,75.83577,2019,Kharif,Maize,4000,7000,298.15,76,1250,Sandy Soil
914,Punjab,LUDHIANA,Ludhiana,30.91067,75.86346,2019,Kharif,Moong(Green Gram),1800,1300,298.15,76,1250,Sandy Soil
915,Punjab,LUDHIANA,Ludhiana,30.8905,75.88494,2019,Kharif,Rice,311000,879000,300.15,63,1100,Loamy soil
916,Punjab,LUDHIANA,Ludhiana,30.90663,75.85968,2019,Kharif,Sesamum,5200,1500,298.15,60,1000,Loamy soil
917,Punjab,LUDHIANA,Ludhiana,30.92049,75.84986,2019,Kharif,Urad,700,300,298.15,60,1000,Loamy soil
918,Punjab,LUDHIANA,Ludhiana,30.89236,75.81107,2019,Rabi,Gram,300,300,298.15,60,1000,Loamy soil
919,Punjab,LUDHIANA,Ludhiana,30.88828,75.84586,2019,Rabi,Masoor,500,300,301.15,63,858,Sandy Soil
920,Punjab,LUDHIANA,Ludhiana,30.88929,75.93514,2019,Rabi,Rapeseed &Mustard,2000,2000,298.15,57,1546,Clay soil
921,Punjab,LUDHIANA,Ludhiana,30.88335,75.88771,2019,Rabi,Wheat,356000,1513000,299.15,58,1200,Alluvial Soil
922,Punjab,LUDHIANA,Ludhiana,30.88946,75.83751,2019,Whole Year,Sugarcane,11000,720000,299.15,50,1300,Alluvial Soil
923,Punjab,LUDHIANA,Ludhiana,30.88878,75.79588,2019,Kharif,Arhar/Tur,1500,1400,299.15,50,1280,Alluvial Soil
924,Punjab,LUDHIANA,Samrala,0,0,2019,Kharif,Cotton(lint),1000,2000,299.15,50,1280,Alluvial Soil
925,Punjab,MANSA,Mansa,29.98537,75.40316,2019,Kharif,Maize,4000,13000,299.15,50,1280,Alluvial Soil
926,Punjab,MOGA,Moga,30.81167,75.16935,2019,Kharif,Moong(Green Gram),2800,1900,299.15,50,1280,Alluvial Soil
927,Punjab,NAWANSHAHR,Banga,31.18434,75.99599,2019,Kharif,Rice,326000,872000,298.15,50,903.5,Clay soil
928,Punjab,NAWANSHAHR,Dhahan Kaleeran,31.19374,75.94897,2019,Kharif,Sesamum,3800,1300,298.15,50,903.5,Clay soil
929,Punjab,NAWANSHAHR,Nawanshahar,31.11854,76.11685,2019,Kharif,Urad,800,300,299.15,53,1112,Sandy Soil
930,Punjab,PATHANKOT,Pathankot,32.28246,75.65295,2019,Rabi,Gram,300,300,300.15,52,1130,Sandy Soil
931,Punjab,PATHANKOT,Pathankot,32.30606,75.75786,2019,Rabi,Masoor,400,300,300.15,52,1130,Sandy Soil
932,Punjab,PATIALA,Nabha,30.371,76.14613,2017,Rabi,Rapeseed &Mustard,2000,2000,300.15,52,1130,Sandy Soil
933,Punjab,PATIALA,Patiala,30.3277,76.38615,2017,Rabi,Sunflower,1000,2000,300.15,52,1130,Sandy Soil
934,Punjab,PATIALA,Patiala,30.32621,76.38218,2017,Rabi,Wheat,358000,1538000,300.15,52,1130,Sandy Soil
935,Punjab,PATIALA,Patiala,30.34368,76.39951,2017,Whole Year,Sugarcane,10000,570000,300.15,52,1130,Sandy Soil
936,Punjab,PATIALA,Patiala,30.52896,76.67146,2017,Kharif,Arhar/Tur,1400,1100,300.15,52,1130,Sandy Soil
937,Punjab,PATIALA,Rajpura Town,30.47844,76.58407,2017,Kharif,Cotton(lint),1000,3000,300.15,52,1130,Sandy Soil
938,Punjab,RUPNAGAR,Anandpur Sahib,31.23897,76.4946,2017,Kharif,Maize,4000,13000,300.15,52,1130,Sandy Soil
939,Punjab,RUPNAGAR,Nangal,31.38279,76.36411,2017,Kharif,Moong(Green Gram),2200,1600,300.15,52,1130,Sandy Soil
940,Punjab,RUPNAGAR,Rupnagar,30.96605,76.52516,2017,Kharif,Rice,334000,1034000,300.15,52,1130,Sandy Soil
941,Punjab,S.A.S Nagar (Mohali),Kharar,30.75284,76.6328,2017,Kharif,Sesamum,3400,1600,300.15,52,1130,Sandy Soil
942,Punjab,S.A.S Nagar (Mohali),Mohali,30.69336,76.69876,2017,Kharif,Urad,300,100,300.15,52,1130,Sandy Soil
943,Punjab,S.A.S Nagar (Mohali),Mohali,30.69409,76.73014,2017,Rabi,Gram,200,200,300.15,52,1130,Sandy Soil
944,Punjab,S.A.S Nagar (Mohali),Mohali,30.69223,76.7331,2017,Rabi,Masoor,300,0,300.15,52,1130,Sandy Soil
945,Punjab,S.A.S Nagar (Mohali),Mohali,30.69113,76.72355,2017,Rabi,Rapeseed &Mustard,2000,2000,300.15,52,1130,Sandy Soil
946,Punjab,S.A.S Nagar (Mohali),Mohali,30.70696,76.70802,2017,Rabi,Wheat,372000,1591000,300.15,52,1130,Sandy Soil
947,Punjab,S.A.S Nagar (Mohali),Mohali,30.73975,76.71442,2017,Whole Year,Sugarcane,7000,440000,300.15,52,1130,Sandy Soil
948,Punjab,S.A.S Nagar (Mohali),SAS Nagar,30.73931,76.71396,2017,Kharif,Arhar/Tur,1100,900,300.15,52,1130,Sandy Soil
949,Punjab,SANGRUR,Malerkotla,30.26952,75.80951,2017,Kharif,Cotton(lint),1000,3000,300.15,52,1130,Sandy Soil
950,Punjab,SANGRUR,Mandi Gobind Garh,30.66856,76.29489,2017,Kharif,Maize,3000,11000,307.15,33,838,Silt Soil
951,Punjab,SANGRUR,Sangrur,30.25187,75.83633,2017,Kharif,Moong(Green Gram),1500,1100,307.15,33,838,Silt Soil
952,Punjab,SRI MUKTSAR SAHIB,Muktsar,30.46329,74.53717,2017,Kharif,Rice,345000,1003000,307.15,33,838,Silt Soil
953,Punjab,Tarn Taran,Patti,31.27462,74.85339,2017,Kharif,Sesamum,4600,1600,307.15,33,838,Silt Soil
954,Punjab,Tarn Taran,Tarn Taran,31.45884,74.92343,2017,Kharif,Urad,200,100,308.15,69,373,Sandy Soil
955,Punjab,Tarn Taran,Tarn Taran,31.44671,74.93713,2017,Rabi,Masoor,100,100,308.15,38,1541,Red Soil
956,Odisha,ANGUL,Angul,20.92114,84.85679,2017,Autumn,Arhar/Tur,3555,739,299.15,16,600,Red Soil
957,Odisha,ANGUL,Athamallik,21.20618,84.93462,2017,Autumn,Groundnut,4086,4037,299.15,32,552,Red Soil
958,Odisha,ANGUL,N/A,20.85076,85.15241,2018,Autumn,Maize,948,675,308.15,37,1412,Alluvial Soil
959,Odisha,ANGUL,Talcher,20.94646,85.24097,2018,Autumn,Paddy,21779,23578,309.16,29,1412,Alluvial Soil
960,Odisha,ANGUL,Talcher,20.93109,85.17321,2018,Autumn,Ragi,46,25,309.16,29,1412,Alluvial Soil
961,Odisha,BALANGIR,Balangir,20.70744,83.49486,2018,Autumn,Sesamum,1307,385,309.16,29,1412,Alluvial Soil
962,Odisha,BALANGIR,Kantabanji,20.46894,82.9149,2018,Autumn,Urad,2878,547,309.16,29,1412,Alluvial Soil
963,Odisha,BALANGIR,Patnagarh,20.70849,83.12955,2018,Rabi,Wheat,94,67,309.16,29,1412,Alluvial Soil
964,Odisha,BALANGIR,Titlagarh,20.28949,83.15164,2018,Summer,Arhar/Tur,469,115,306.15,40,1432,Sandy Soil
965,Odisha,Balasore,Balasore,21.49335,86.93596,2018,Summer,Groundnut,1022,1216,306.15,40,1432,Sandy Soil
966,Odisha,Balasore,Kuruda,21.4715,86.89134,2018,Summer,Maize,17,14,306.15,40,1432,Sandy Soil
967,Odisha,Balasore,Nilagiri,21.46344,86.77555,2018,Summer,Paddy,4012,7184,308.15,38,1221,Red Soil
968,Odisha,BARGARH,Bargarh,21.33504,83.6162,2018,Summer,Sesamum,790,187,308.15,38,1221,Red Soil
969,Odisha,BARGARH,Bargarh,21.33139,83.60873,2018,Summer,Urad,15,4,308.15,38,1323,Red Soil
970,Odisha,BARGARH,Padampur,20.99956,83.06098,2018,Whole Year,Potato,524,4122,308.15,39,1323,Red Soil
971,Odisha,BHADRAK,Bhadrak,21.06525,86.50246,2018,Winter,Arhar/Tur,660,114,308.15,39,1323,Red Soil
972,Odisha,BOUDH,Boudh,20.84031,84.3216,2018,Winter,Groundnut,108,134,308.15,39,1323,Red Soil
973,Odisha,CUTTACK,Cuttack,20.4748,85.88863,2017,Winter,Horse-gram,5955,1476,308.15,39,1323,Red Soil
974,Odisha,CUTTACK,Cuttack,20.47366,85.8921,2017,Winter,Maize,9,10,308.15,39,1323,Red Soil
975,Odisha,DEOGARH,Deogarh,21.5343,84.72972,2017,Winter,Paddy,86616,124082,308.15,39,1323,Red Soil
976,Odisha,DHENKANAL,Dhenkanal,20.66331,85.59707,2017,Winter,Sesamum,5536,919,313.15,53,1157,Red and Yellow Soil
977,Odisha,GAJAPATI,Gajapai,18.77148,84.09687,2017,Winter,Sugarcane,303,17501,306.15,34,1487,Black Soil
978,Odisha,GANJAM,Berhampur,19.31243,84.81024,2017,Winter,Urad,1522,297,312.15,20,1200,Red and Yellow Soil
979,Odisha,GANJAM,Bhanjanagar,19.93656,84.57996,2017,Autumn,Groundnut,4170,3161,313.15,14,1492,Red Soil
980,Odisha,Jagatsinghpur,Jagatsinghpur,20.25166,86.17978,2017,Autumn,Maize,1062,623,310.15,29,404,Red and Yellow Soil
981,Odisha,JAJPUR,Jaipur,20.84946,86.32896,2017,Autumn,Moong(Green Gram),2510,331,310.15,29,404,Red and Yellow Soil
982,Odisha,JAJPUR,Jaipur Road,20.94849,20.94849,2017,Autumn,Ragi,138,57,310.15,29,404,Red and Yellow Soil
983,Odisha,JHARSUGUDA,Jharsuguda,21.85382,84.01724,2017,Autumn,Rice,22432,9042,310.15,29,404,Red and Yellow Soil
984,Odisha,JHARSUGUDA,N/A,21.81387,83.85306,2017,Autumn,Sesamum,2281,326,306.15,35,539,Sandy Soil
985,Odisha,JHARSUGUDA,N/A,21.84794,83.91747,2016,Autumn,Urad,2295,342,309.15,29,776,Red Sandy Soil
986,Odisha,KALAHANDI,Bhawanipatna,19.90194,83.15998,2016,Summer,Groundnut,626,384,304.15,40,1300,Black Soil
987,Odisha,KALAHANDI,Dharmagarh,19.86935,82.78112,2016,Summer,Maize,10,7,306.15,59,1324,Black Soil
988,Odisha,KALAHANDI,N/A,19.89062,83.01469,2016,Summer,Moong(Green Gram),338,55,306.15,59,1324,Black Soil
989,Odisha,KANDHAMAL,Baliguda,20.20031,83.90989,2016,Summer,Ragi,1,#ERROR!,306.15,59,1324,Black Soil
990,Odisha,KANDHAMAL,Phulbani,20.4858,84.22472,2016,Summer,Rice,1917,2028,306.15,59,1324,Black Soil
991,Odisha,KENDRAPARA,N/A,20.50215,86.42593,2016,Summer,Sesamum,466,102,311.15,38,1489,Red and Yellow Soil
992,Odisha,KENDUJHAR,Anandapur,21.62828,85.59642,2016,Summer,Urad,30,3,311.15,38,1489,Red and Yellow Soil
993,Odisha,KENDUJHAR,Champua NAC,21.62937,85.59782,2016,Summer,Wheat,100,154,311.15,38,1489,Red and Yellow Soil
994,Odisha,KENDUJHAR,Joda,22.01867,85.41837,2016,Winter,Groundnut,113,130,311.15,38,1489,Red and Yellow Soil
995,Odisha,KENDUJHAR,Kendujhar,21.62828,85.59642,2016,Winter,Horse-gram,6631,1459,311.15,38,1489,Red and Yellow Soil
996,Odisha,KENDUJHAR,N/A,22.03601,85.43419,2016,Winter,Maize,23,18,311.15,38,1489,Red and Yellow Soil
997,Odisha,KHORDHA,Bhubaneswar,20.261,85.82211,2019,Winter,Moong(Green Gram),830,122,311.15,38,1489,Red and Yellow Soil
998,Odisha,KHORDHA,Bhubaneswar,20.23082,85.8419,2019,Winter,Potato,523,5154,311.15,38,1489,Red and Yellow Soil
999,Odisha,KHORDHA,Bhubaneswar,20.31372,85.81833,2019,Winter,Ragi,1,1,311.15,38,1489,Red and Yellow Soil
1000,Odisha,KHORDHA,Bhubaneswar,20.30559,85.83179,2019,Winter,Rapeseed &Mustard,1235,98,311.15,38,1489,Red and Yellow Soil
1001,Odisha,KHORDHA,Bhubaneswar,20.30048,85.87727,2019,Winter,Rice,77609,63810,311.15,38,1489,Red and Yellow Soil
1002,Odisha,KHORDHA,Bhubaneswar,20.28339,85.76963,2019,Winter,Sesamum,4367,594,311.15,38,1489,Red and Yellow Soil
1003,Odisha,KHORDHA,Bhubaneswar,20.35338,85.81485,2019,Winter,Sugarcane,326,17613,311.15,38,1489,Red and Yellow Soil
1004,Odisha,KHORDHA,Bhubaneswar,20.26017,85.77777,2019,Winter,Urad,1390,221,311.15,38,1489,Red and Yellow Soil
1005,Odisha,KHORDHA,Khordha,20.05539,84.94667,2019,Autumn,Rice,20000,23000,311.15,38,1489,Red and Yellow Soil
1006,Odisha,KORAPUT,Damanjodi,18.76035,82.90113,2019,Kharif,Arhar/Tur,7960,5010,311.15,38,1489,Red and Yellow Soil
1007,Odisha,KORAPUT,Jeypore,18.86315,82.57251,2019,Kharif,Castor seed,220,110,311.15,38,1489,Red and Yellow Soil
1008,Odisha,KORAPUT,Koraput,18.80561,82.70502,2019,Kharif,Cotton(lint),380,260,308.15,69,797.26,Laterite Soil
1009,Odisha,KORAPUT,Lamtaput,18.59915,82.60174,2019,Kharif,Dry chillies,1860,1250,308.15,69,797.26,Laterite Soil
1010,Odisha,KORAPUT,Sunabeda,18.72964,82.82153,2020,Kharif,Dry ginger,460,1460,308.15,40,916,Clay soil
1011,Odisha,MALKANGIRI,DNK Malkangiri,18.58197,82.07592,2020,Kharif,Groundnut,8570,11280,306.14,34,962,Clay soil
1012,Odisha,MAYURBHANJ,Baripada,21.93123,86.72784,2020,Kharif,Maize,4150,2280,300.15,27,882,Red and Yellow Soil
1013,Odisha,MAYURBHANJ,Karanjia,21.76429,85.97333,2020,Kharif,Mesta,1280,7180,300.15,27,882,Red and Yellow Soil
1014,Odisha,MAYURBHANJ,Rairangpur,22.26928,86.15642,2020,Kharif,Moong(Green Gram),14940,2760,300.15,27,882,Red and Yellow Soil
1015,Odisha,MAYURBHANJ,Udala,21.57656,86.5651,2020,Kharif,Ragi,50,20,311.15,66,2688,Alluvial Soil
1016,Odisha,NABARANGPUR,Nabarangpur,19.22886,82.56679,2020,Kharif,Sesamum,24090,5370,311.15,66,2688,Alluvial Soil
1017,Odisha,NABARANGPUR,Nabarangpur,19.23925,82.54767,2020,Kharif,Small millets,200,100,307.15,66,995,Laterite Soil
1018,Odisha,NAYAGARH,Nayagarh,20.12806,85.10741,2020,Kharif,Sweet potato,760,6180,307.15,66,995,Laterite Soil
1019,Odisha,NUAPADA,Khariar,20.30885,82.74179,2020,Kharif,Turmeric,610,920,307.15,66,995,Laterite Soil
1020,Odisha,NUAPADA,Nuapada,20.80885,82.53411,2020,Kharif,Urad,18770,3570,314.15,15,750,Alluvial Soil
1021,Odisha,PURI,Puri,19.81438,85.82965,2020,Rabi,Castor seed,710,420,314.15,15,750,Alluvial Soil
1022,Odisha,RAYAGADA,Bissam Cuttack,19.51666,83.50669,2020,Rabi,Coriander,2180,1090,314.15,15,750,Alluvial Soil
1023,Odisha,RAYAGADA,Gunupur,19.07155,83.80926,2020,Rabi,Dry chillies,2390,1360,314.15,15,750,Alluvial Soil
1024,Odisha,RAYAGADA,Rayagada,0,0,2020,Rabi,Garlic,2330,7220,314.15,15,750,Alluvial Soil
1025,Odisha,SAMBALPUR,Barapali,21.49728,83.96996,2020,Rabi,Gram,2060,840,314.15,15,750,Alluvial Soil
1026,Odisha,SAMBALPUR,Kuchinda,21.74598,84.35076,2020,Rabi,Groundnut,2110,3550,314.15,15,750,Alluvial Soil
1027,Odisha,SAMBALPUR,Modipada,21.47377,83.97401,2020,Rabi,Horse-gram,17930,5430,314.15,15,750,Alluvial Soil
1028,Odisha,SAMBALPUR,Rairakhol,0,0,2020,Rabi,Maize,580,560,314.15,15,750,Alluvial Soil
1029,Odisha,SAMBALPUR,Sambalpur,21.50109,83.88466,2020,Rabi,Moong(Green Gram),9680,2110,314.15,15,750,Alluvial Soil
1030,Odisha,SONEPUR,Sonepur,20.84365,83.907,2020,Rabi,Niger seed,480,210,314.15,15,750,Alluvial Soil
1031,Odisha,Sundergarh,Rourkela,22.26409,84.86511,2020,Rabi,Rapeseed &Mustard,6950,830,314.15,15,750,Alluvial Soil
1032,Odisha,Sundergarh,Rourkela,22.26409,84.86511,2020,Rabi,Sesamum,10040,2590,314.15,15,750,Alluvial Soil
1033,Odisha,Sundergarh,Rourkela,22.22653,84.82145,2020,Rabi,Sunflower,670,1120,314.15,15,750,Alluvial Soil
1034,Odisha,Sundergarh,Rourkela,22.25533,84.90092,2020,Rabi,Sweet potato,290,2470,314.15,15,750,Alluvial Soil
1035,Odisha,Sundergarh,Rourkela,22.22358,84.82963,2020,Rabi,Urad,7850,1630,314.15,15,750,Alluvial Soil
1036,Odisha,Sundergarh,Sundargarh,21.81993,84.95653,2020,Rabi,Wheat,750,910,314.15,15,750,Alluvial Soil
1037,Odisha,Sundergarh,Sundergarh,22.11826,84.03616,2019,Summer,Rice,4650,8350,314.15,15,750,Alluvial Soil
1038,Nagaland,DIMAPUR,Dimapur,25.90508,93.73161,2019,Kharif,Rice,26300,47880,313.15,66,565,Sandy Soil
1039,Nagaland,DIMAPUR,Dimapur,0,0,2019,Kharif,Small millets,1580,1780,313.15,46,832,Alluvial Soil
1040,Nagaland,DIMAPUR,Dimapur,25.86548,93.77145,2019,Kharif,Sunflower,230,260,313.15,46,832,Alluvial Soil
1041,Nagaland,KOHIMA,Kohima,25.66938,94.0959,2019,Rabi,Barley,630,1260,313.15,46,832,Alluvial Soil
1042,Nagaland,KOHIMA,Kohima,25.59649,94.12323,2019,Rabi,Gram,200,200,313.15,46,832,Alluvial Soil
1043,Nagaland,MOKOKCHUNG,Mokokchung,26.31868,94.52071,2019,Rabi,Groundnut,1000,1200,313.15,46,832,Alluvial Soil
1044,Nagaland,MON,Mon,26.71647,95.02633,2019,Rabi,Linseed,8000,5000,313.15,46,832,Alluvial Soil
1045,Nagaland,PHEK,Phek,25.71007,94.46448,2019,Rabi,Wheat,1480,3810,312.15,17,1359,Sandy Soil
1046,Nagaland,TUENSANG,Tuensang,26.25344,94.81788,2019,Whole Year,Potato,810,8410,312.15,17,1359,Sandy Soil
1047,Nagaland,WOKHA,Wokha,26.07901,94.25921,2019,Whole Year,Sugarcane,250,24690,312.15,17,1359,Sandy Soil
1048,Nagaland,ZUNHEBOTO,Zunheboto,26.00296,94.52358,2019,Whole Year,Tea,190,1540,312.15,17,1359,Sandy Soil
1049,Mizoram,AIZAWL,Aizawl,23.73229,92.71656,2019,Kharif,Sesamum,1368,1270,312.15,17,1359,Sandy Soil
1050,Mizoram,AIZAWL,Aizawl,23.77271,92.73133,2019,Kharif,Soyabean,563,809,312.15,17,1359,Sandy Soil
1051,Mizoram,CHAMPHAI,Champhai,23.48105,93.3097,2019,Rabi,Rapeseed &Mustard,145,146,312.15,17,1359,Sandy Soil
1052,Mizoram,KOLASIB,Kolasib,24.23142,92.6768,2019,Rabi,Tobacco,217,273,312.15,17,1359,Sandy Soil
1053,Mizoram,LAWNGTLAI,Lawngtlai,22.53668,92.88818,2019,Rabi,Wheat,22,11,312.15,17,1359,Sandy Soil
1054,Mizoram,LUNGLEI,Lunglei,22.88639,92.74414,2019,Whole Year,Rice,30274,50241,312.15,17,1359,Sandy Soil
1055,Mizoram,LUNGLEI,Serkawn,22.90691,92.75842,2019,Whole Year,Sugarcane,894,4890,311.15,45,862,Black Soil
1056,Mizoram,MAMIT,Mamit,23.90937,92.49486,2019,Whole Year,Tapioca,255,5981,311.15,45,862,Black Soil
1057,Mizoram,SAIHA,Saiha,22.48839,92.98267,2019,Kharif,Cotton(lint),267,260,312.15,26,658,Alluvial Soil
1058,Mizoram,SERCHHIP,Serchhip,23.30795,92.85637,2018,Kharif,Maize,3803,6380,312.15,26,658,Alluvial Soil
1059,Manipur,CHURACHANDPUR,Churachandpur,24.34345,93.69291,2018,Kharif,Onion,2,5,312.15,26,658,Alluvial Soil
1060,Manipur,IMPHAL EAST,Porompat,24.81117,93.9617,2018,Kharif,Rice,17,40,312.15,26,658,Alluvial Soil
1061,Manipur,IMPHAL WEST,Imphal,24.8159,93.92283,2018,Whole Year,Sugarcane,7,2,312.15,26,658,Alluvial Soil
1062,Manipur,IMPHAL WEST,Imphal,24.83581,93.91422,2018,Autumn,Dry chillies,160,100,312.15,26,658,Alluvial Soil
1063,Manipur,THOUBAL,Thoubal,24.62498,94.01303,2018,Autumn,Jute,10,20,313.15,23,578,Loamy soil
1064,Meghalaya,EAST KHASI HILLS,Shillong,25.57162,91.87307,2018,Kharif,Sesamum,295,147,313.15,23,578,Loamy soil
1065,Meghalaya,EAST KHASI HILLS,Shillong,25.57132,91.89791,2018,Kharif,Small millets,494,415,313.15,23,578,Loamy soil
1066,Meghalaya,EAST KHASI HILLS,Shillong,25.58361,91.88413,2018,Rabi,Tobacco,253,166,306.15,50,248,Sandy Soil
1067,Meghalaya,EAST KHASI HILLS,Shillong,25.59149,91.94038,2018,Rabi,Wheat,72,83,315.15,14,769,Alluvial Soil
1068,Meghalaya,EAST KHASI HILLS,Shillong,25.58483,91.87528,2018,Whole Year,Arecanut,793,749,315.15,14,769,Alluvial Soil
1069,Meghalaya,WEST GARO HILLS,Tura,25.51481,90.20348,2018,Rabi,Other Rabi pulses,206,133,315.15,14,769,Alluvial Soil
1070,Meghalaya,WEST JAINTIA HILLS,Jowai,25.43852,92.19933,2018,Rabi,Pulses total,572,380,315.15,14,769,Alluvial Soil
